duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
234792,0,0,-1,-1,-1,-1,0,0,8.518178,442.945245,234792,234792,234792,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
208107,208107,0,208107,-1,208107,-1,208107,0,14.415661,749.614381,10,208097,104053.5,147139.728773,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
206623,0,0,-1,-1,-1,-1,0,0,9.679465,503.332156,206623,206623,206623,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
53,0,0,-1,-1,-1,-1,0,0,37735.849057,1962264.150943,53,53,53,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
205570,0,0,-1,-1,-1,-1,0,0,9.729046,505.910395,205570,205570,205570,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
207318,0,0,-1,-1,-1,-1,0,0,9.647016,501.644816,207318,207318,207318,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
21977,0,0,-1,-1,-1,-1,0,0,91.004232,4732.220048,21977,21977,21977,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
5005,5005,0,5005,-1,5005,-1,5005,0,599.400599,31168.831169,59,4946,2502.5,3455.630695,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
246901,246901,0,447,-1,246454,-1,123450.5,0,16.200825,712.836319,187,246267,82300.333333,141999.358213,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
642735,642735,0,106244,-1,536491,-1,321367.5,0,6.223405,273.829805,221,536491,214245,284042.917862,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
177003,177003,0,177003,-1,177003,-1,177003,0,16.948865,734.450829,50949,126054,88501.5,53107.254792,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
46,0,0,-1,-1,-1,-1,0,0,43478.26087,2282608.695652,46,46,46,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
22,0,0,-1,-1,-1,-1,0,0,90909.090909,4772727.272727,22,22,22,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
52,0,0,-1,-1,-1,-1,0,0,38461.538462,2019230.769231,52,52,52,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
24,0,0,-1,-1,-1,-1,0,0,83333.333333,4375000,24,24,24,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
218,0,0,-1,-1,-1,-1,0,0,9174.311927,481651.376147,218,218,218,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
44,0,0,-1,-1,-1,-1,0,0,45454.545455,2386363.636364,44,44,44,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
48,0,0,-1,-1,-1,-1,0,0,41666.666667,2187500,48,48,48,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
60,0,0,-1,-1,-1,-1,0,0,33333.333333,1750000,60,60,60,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
81,0,0,-1,-1,-1,-1,0,0,24691.358025,1296296.296296,81,81,81,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
41,0,0,-1,-1,-1,-1,0,0,48780.487805,2560975.609756,41,41,41,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
41,0,0,-1,-1,-1,-1,0,0,48780.487805,2560975.609756,41,41,41,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
45,0,0,-1,-1,-1,-1,0,0,44444.444444,2333333.333333,45,45,45,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
37,0,0,-1,-1,-1,-1,0,0,54054.054054,2837837.837838,37,37,37,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
38,0,0,-1,-1,-1,-1,0,0,52631.578947,2763157.894737,38,38,38,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
38,0,0,-1,-1,-1,-1,0,0,52631.578947,2763157.894737,38,38,38,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
44,0,0,-1,-1,-1,-1,0,0,45454.545455,2386363.636364,44,44,44,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
41,0,0,-1,-1,-1,-1,0,0,48780.487805,2560975.609756,41,41,41,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
41,0,0,-1,-1,-1,-1,0,0,48780.487805,2560975.609756,41,41,41,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
39,0,0,-1,-1,-1,-1,0,0,51282.051282,2692307.692308,39,39,39,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
42,0,0,-1,-1,-1,-1,0,0,47619.047619,2500000,42,42,42,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
39,0,0,-1,-1,-1,-1,0,0,51282.051282,2692307.692308,39,39,39,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
25608,0,0,-1,-1,-1,-1,0,0,78.100594,3592.627304,25608,25608,25608,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
25663,0,0,-1,-1,-1,-1,0,0,77.933211,3584.927717,25663,25663,25663,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
25732,0,0,-1,-1,-1,-1,0,0,77.724234,3575.314783,25732,25732,25732,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
25469,0,0,-1,-1,-1,-1,0,0,78.526837,3612.234481,25469,25469,25469,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
84,0,0,-1,-1,-1,-1,0,0,23809.52381,952380.952381,84,84,84,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
58,0,0,-1,-1,-1,-1,0,0,34482.758621,1379310.344828,58,58,58,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
64,0,0,-1,-1,-1,-1,0,0,31250,22300000,64,64,64,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11,0,0,-1,-1,-1,-1,0,0,181818.181818,19700000,11,11,11,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
53,0,0,-1,-1,-1,-1,0,0,37735.849057,1735849.056604,53,53,53,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
24917,0,0,-1,-1,-1,-1,0,0,80.266485,3210.659389,24917,24917,24917,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
25542,0,0,-1,-1,-1,-1,0,0,78.302404,3132.096155,25542,25542,25542,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
54787,0,0,-1,-1,-1,-1,0,0,36.50501,1460.200413,54787,54787,54787,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
54768,0,0,-1,-1,-1,-1,0,0,36.517675,1460.706982,54768,54768,54768,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
25518,0,0,-1,-1,-1,-1,0,0,78.376048,3135.041931,25518,25518,25518,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
49761,0,0,-1,-1,-1,-1,0,0,40.192118,1607.684733,49761,49761,49761,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
52299,0,0,-1,-1,-1,-1,0,0,38.241649,1529.665959,52299,52299,52299,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
22180,0,0,-1,-1,-1,-1,0,0,90.171326,3606.853021,22180,22180,22180,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
55423,0,0,-1,-1,-1,-1,0,0,36.086101,1443.444058,55423,55423,55423,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
59863,0,0,-1,-1,-1,-1,0,0,33.409619,1336.384745,59863,59863,59863,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
52,0,0,-1,-1,-1,-1,0,0,38461.538462,1538461.538462,52,52,52,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
44,0,0,-1,-1,-1,-1,0,0,45454.545455,1818181.818182,44,44,44,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
92,0,0,-1,-1,-1,-1,0,0,21739.130435,869565.217391,92,92,92,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
49,0,0,-1,-1,-1,-1,0,0,40816.326531,1632653.061224,49,49,49,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
54,0,0,-1,-1,-1,-1,0,0,37037.037037,1481481.481481,54,54,54,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
154967,154903,0,1873,-1,153030,-1,77451.5,0,25.811947,9524.608465,64,153030,51655.666667,87797.407216,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
17,0,0,-1,-1,-1,-1,0,0,117647.058824,5411764.705882,17,17,17,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
24855,0,0,-1,-1,-1,-1,0,0,80.466707,3218.668276,24855,24855,24855,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
50666,0,0,-1,-1,-1,-1,0,0,39.474204,1578.968144,50666,50666,50666,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
36,0,0,-1,-1,-1,-1,0,0,55555.555556,2222222.222222,36,36,36,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
64,0,0,-1,-1,-1,-1,0,0,31250,1250000,64,64,64,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
99,0,0,-1,-1,-1,-1,0,0,20202.020202,808080.808081,99,99,99,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
50,0,0,-1,-1,-1,-1,0,0,40000,1600000,50,50,50,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
37,0,0,-1,-1,-1,-1,0,0,54054.054054,2162162.162162,37,37,37,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
42,0,0,-1,-1,-1,-1,0,0,47619.047619,1904761.904762,42,42,42,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
73,0,0,-1,-1,-1,-1,0,0,27397.260274,1095890.410959,73,73,73,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
91,0,0,-1,-1,-1,-1,0,0,21978.021978,879120.879121,91,91,91,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
104,0,0,-1,-1,-1,-1,0,0,19230.769231,769230.769231,104,104,104,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
44,0,0,-1,-1,-1,-1,0,0,45454.545455,1818181.818182,44,44,44,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
178647,0,0,-1,-1,-1,-1,0,0,11.195262,447.810487,178647,178647,178647,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
48,0,0,-1,-1,-1,-1,0,0,41666.666667,1666666.666667,48,48,48,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
176437,0,0,-1,-1,-1,-1,0,0,11.335491,453.419634,176437,176437,176437,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
25,0,0,-1,-1,-1,-1,0,0,80000,3200000,25,25,25,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
162167,0,0,-1,-1,-1,-1,0,0,12.332965,493.318616,162167,162167,162167,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
62,0,0,-1,-1,-1,-1,0,0,32258.064516,2338709.677419,62,62,62,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
18,0,0,-1,-1,-1,-1,0,0,111111.111111,5111111.111111,18,18,18,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
50,0,0,-1,-1,-1,-1,0,0,40000,2900000,50,50,50,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
13,0,0,-1,-1,-1,-1,0,0,153846.153846,7076923.076923,13,13,13,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
52,0,0,-1,-1,-1,-1,0,0,38461.538462,2788461.538462,52,52,52,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
26,0,0,-1,-1,-1,-1,0,0,76923.076923,3538461.538462,26,26,26,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
63,0,0,-1,-1,-1,-1,0,0,31746.031746,2174603.174603,63,63,63,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
21,0,0,-1,-1,-1,-1,0,0,95238.095238,5857142.857143,21,21,21,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
26,0,0,-1,-1,-1,-1,0,0,76923.076923,3538461.538462,26,26,26,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
76,0,0,-1,-1,-1,-1,0,0,26315.789474,4447368.421053,76,76,76,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
22,0,0,-1,-1,-1,-1,0,0,90909.090909,6772727.272727,22,22,22,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
27,0,0,-1,-1,-1,-1,0,0,74074.074074,5074074.074074,27,27,27,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
10,0,0,-1,-1,-1,-1,0,0,200000,9200000,10,10,10,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
63,0,0,-1,-1,-1,-1,0,0,31746.031746,5365079.365079,63,63,63,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
15,0,0,-1,-1,-1,-1,0,0,133333.333333,9933333.333333,15,15,15,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
12,0,0,-1,-1,-1,-1,0,0,166666.666667,11400000,12,12,12,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
27,0,0,-1,-1,-1,-1,0,0,74074.074074,3407407.407407,27,27,27,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
55,0,0,-1,-1,-1,-1,0,0,36363.636364,6145454.545455,55,55,55,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
14,0,0,-1,-1,-1,-1,0,0,142857.142857,10600000,14,14,14,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11,0,0,-1,-1,-1,-1,0,0,181818.181818,12500000,11,11,11,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
21,0,0,-1,-1,-1,-1,0,0,95238.095238,4380952.380952,21,21,21,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
63,0,0,-1,-1,-1,-1,0,0,31746.031746,5365079.365079,63,63,63,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
12,0,0,-1,-1,-1,-1,0,0,166666.666667,12400000,12,12,12,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
21,0,0,-1,-1,-1,-1,0,0,95238.095238,6523809.52381,21,21,21,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
19,0,0,-1,-1,-1,-1,0,0,105263.157895,4842105.263158,19,19,19,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
62,0,0,-1,-1,-1,-1,0,0,32258.064516,5451612.903226,62,62,62,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
9,0,0,-1,-1,-1,-1,0,0,222222.222222,16600000,9,9,9,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
8,0,0,-1,-1,-1,-1,0,0,250000,17100000,8,8,8,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
7,0,0,-1,-1,-1,-1,0,0,285714.285714,13100000,7,7,7,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
46,0,0,-1,-1,-1,-1,0,0,43478.26087,7347826.086957,46,46,46,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
15,0,0,-1,-1,-1,-1,0,0,133333.333333,9933333.333333,15,15,15,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11,0,0,-1,-1,-1,-1,0,0,181818.181818,12500000,11,11,11,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
10,0,0,-1,-1,-1,-1,0,0,200000,9200000,10,10,10,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
31,0,0,-1,-1,-1,-1,0,0,64516.129032,10900000,31,31,31,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11,0,0,-1,-1,-1,-1,0,0,181818.181818,13500000,11,11,11,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11,0,0,-1,-1,-1,-1,0,0,181818.181818,12500000,11,11,11,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
12,0,0,-1,-1,-1,-1,0,0,166666.666667,7666666.666667,12,12,12,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
15,0,0,-1,-1,-1,-1,0,0,133333.333333,6133333.333333,15,15,15,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
47,0,0,-1,-1,-1,-1,0,0,42553.191489,7191489.361702,47,47,47,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
30,0,0,-1,-1,-1,-1,0,0,66666.666667,4966666.666667,30,30,30,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11,0,0,-1,-1,-1,-1,0,0,181818.181818,12500000,11,11,11,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
12,0,0,-1,-1,-1,-1,0,0,166666.666667,7666666.666667,12,12,12,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
58,0,0,-1,-1,-1,-1,0,0,34482.758621,6103448.275862,58,58,58,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
31,0,0,-1,-1,-1,-1,0,0,64516.129032,4806451.612903,31,31,31,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11,0,0,-1,-1,-1,-1,0,0,181818.181818,12500000,11,11,11,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
17,0,0,-1,-1,-1,-1,0,0,117647.058824,19900000,17,17,17,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
13,0,0,-1,-1,-1,-1,0,0,153846.153846,11500000,13,13,13,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
12,0,0,-1,-1,-1,-1,0,0,166666.666667,11400000,12,12,12,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
12,0,0,-1,-1,-1,-1,0,0,166666.666667,7666666.666667,12,12,12,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11,0,0,-1,-1,-1,-1,0,0,181818.181818,8363636.363636,11,11,11,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11,0,0,-1,-1,-1,-1,0,0,181818.181818,8363636.363636,11,11,11,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
28,0,0,-1,-1,-1,-1,0,0,71428.571429,3285714.285714,28,28,28,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
51,0,0,-1,-1,-1,-1,0,0,39215.686275,6627450.980392,51,51,51,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
43,0,0,-1,-1,-1,-1,0,0,46511.627907,3465116.27907,43,43,43,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11,0,0,-1,-1,-1,-1,0,0,181818.181818,12500000,11,11,11,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11,0,0,-1,-1,-1,-1,0,0,181818.181818,8363636.363636,11,11,11,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
12,0,0,-1,-1,-1,-1,0,0,166666.666667,7666666.666667,12,12,12,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
56,0,0,-1,-1,-1,-1,0,0,35714.285714,6035714.285714,56,56,56,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
13,0,0,-1,-1,-1,-1,0,0,153846.153846,11500000,13,13,13,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
28,0,0,-1,-1,-1,-1,0,0,71428.571429,4892857.142857,28,28,28,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
10,0,0,-1,-1,-1,-1,0,0,200000,9200000,10,10,10,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
65,0,0,-1,-1,-1,-1,0,0,30769.230769,5200000,65,65,65,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
13,0,0,-1,-1,-1,-1,0,0,153846.153846,11500000,13,13,13,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
37,0,0,-1,-1,-1,-1,0,0,54054.054054,3702702.702703,37,37,37,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
30,0,0,-1,-1,-1,-1,0,0,66666.666667,3066666.666667,30,30,30,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
40,0,0,-1,-1,-1,-1,0,0,50000,8450000,40,40,40,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
32,0,0,-1,-1,-1,-1,0,0,62500,4656250,32,32,32,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11,0,0,-1,-1,-1,-1,0,0,181818.181818,12500000,11,11,11,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
26,0,0,-1,-1,-1,-1,0,0,76923.076923,3538461.538462,26,26,26,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
53,0,0,-1,-1,-1,-1,0,0,37735.849057,6377358.490566,53,53,53,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
14,0,0,-1,-1,-1,-1,0,0,142857.142857,10600000,14,14,14,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
19,0,0,-1,-1,-1,-1,0,0,105263.157895,7210526.315789,19,19,19,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
30,0,0,-1,-1,-1,-1,0,0,66666.666667,11800000,30,30,30,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
13,0,0,-1,-1,-1,-1,0,0,153846.153846,11500000,13,13,13,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
12,0,0,-1,-1,-1,-1,0,0,166666.666667,11400000,12,12,12,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
13,0,0,-1,-1,-1,-1,0,0,153846.153846,7076923.076923,13,13,13,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
12,0,0,-1,-1,-1,-1,0,0,166666.666667,7666666.666667,12,12,12,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
13,0,0,-1,-1,-1,-1,0,0,153846.153846,7076923.076923,13,13,13,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
49,0,0,-1,-1,-1,-1,0,0,40816.326531,7224489.795918,49,49,49,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
32,0,0,-1,-1,-1,-1,0,0,62500,4656250,32,32,32,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11,0,0,-1,-1,-1,-1,0,0,181818.181818,12500000,11,11,11,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
33,0,0,-1,-1,-1,-1,0,0,60606.060606,2787878.787879,33,33,33,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
39,0,0,-1,-1,-1,-1,0,0,51282.051282,9076923.076923,39,39,39,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
21,0,0,-1,-1,-1,-1,0,0,95238.095238,7095238.095238,21,21,21,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11,0,0,-1,-1,-1,-1,0,0,181818.181818,12500000,11,11,11,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
35,0,0,-1,-1,-1,-1,0,0,57142.857143,2628571.428571,35,35,35,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
44,0,0,-1,-1,-1,-1,0,0,45454.545455,8045454.545455,44,44,44,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
12,0,0,-1,-1,-1,-1,0,0,166666.666667,12400000,12,12,12,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
10,0,0,-1,-1,-1,-1,0,0,200000,13700000,10,10,10,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
20,0,0,-1,-1,-1,-1,0,0,100000,4600000,20,20,20,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
40,0,0,-1,-1,-1,-1,0,0,50000,8450000,40,40,40,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
13,0,0,-1,-1,-1,-1,0,0,153846.153846,11500000,13,13,13,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
10,0,0,-1,-1,-1,-1,0,0,200000,13700000,10,10,10,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
27,0,0,-1,-1,-1,-1,0,0,74074.074074,3407407.407407,27,27,27,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
41,0,0,-1,-1,-1,-1,0,0,48780.487805,8243902.439024,41,41,41,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
12,0,0,-1,-1,-1,-1,0,0,166666.666667,12400000,12,12,12,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
10,0,0,-1,-1,-1,-1,0,0,200000,13700000,10,10,10,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
28,0,0,-1,-1,-1,-1,0,0,71428.571429,3285714.285714,28,28,28,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
48,0,0,-1,-1,-1,-1,0,0,41666.666667,7041666.666667,48,48,48,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
30,0,0,-1,-1,-1,-1,0,0,66666.666667,4966666.666667,30,30,30,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
27,0,0,-1,-1,-1,-1,0,0,74074.074074,5074074.074074,27,27,27,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
51,0,0,-1,-1,-1,-1,0,0,39215.686275,1803921.568627,51,51,51,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
57,0,0,-1,-1,-1,-1,0,0,35087.719298,5929824.561404,57,57,57,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
17,0,0,-1,-1,-1,-1,0,0,117647.058824,8764705.882353,17,17,17,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
28,0,0,-1,-1,-1,-1,0,0,71428.571429,4892857.142857,28,28,28,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
13,0,0,-1,-1,-1,-1,0,0,153846.153846,7076923.076923,13,13,13,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
40,0,0,-1,-1,-1,-1,0,0,50000,8850000,40,40,40,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
30,0,0,-1,-1,-1,-1,0,0,66666.666667,4966666.666667,30,30,30,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
26,0,0,-1,-1,-1,-1,0,0,76923.076923,5269230.769231,26,26,26,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
12,0,0,-1,-1,-1,-1,0,0,166666.666667,7666666.666667,12,12,12,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
29,0,0,-1,-1,-1,-1,0,0,68965.517241,3172413.793103,29,29,29,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
52,0,0,-1,-1,-1,-1,0,0,38461.538462,1538461.538462,52,52,52,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
50,0,0,-1,-1,-1,-1,0,0,40000,2900000,50,50,50,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
18,0,0,-1,-1,-1,-1,0,0,111111.111111,5111111.111111,18,18,18,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
63,0,0,-1,-1,-1,-1,0,0,31746.031746,1952380.952381,63,63,63,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
20,0,0,-1,-1,-1,-1,0,0,100000,4600000,20,20,20,0,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
